2021:01:22:10:04:03.184000,1611306243.184,$GPHDT,50.42,T*36
2021:01:22:10:04:03.683000,1611306243.683,$GPHDT,50.50,T*35
2021:01:22:10:04:04.184000,1611306244.184,$GPHDT,50.61,T*37
2021:01:22:10:04:04.685000,1611306244.685,$GPHDT,50.65,T*33
2021:01:22:10:04:05.685000,1611306245.685,$GPHDT,50.44,T*30
2021:01:22:10:04:06.185000,1611306246.185,$GPHDT,50.40,T*34
2021:01:22:10:04:06.684000,1611306246.684,$GPHDT,50.48,T*3C
2021:01:22:10:04:07.185000,1611306247.185,$GPHDT,50.57,T*32
2021:01:22:10:04:07.684000,1611306247.684,$GPHDT,50.63,T*35
2021:01:22:10:04:08.185000,1611306248.185,$GPHDT,50.63,T*35
2021:01:22:10:04:08.684000,1611306248.684,$GPHDT,50.59,T*3C
2021:01:22:10:04:09.684000,1611306249.684,$GPHDT,50.60,T*36
2021:01:22:10:04:10.185000,1611306250.185,$GPHDT,50.70,T*37
2021:01:22:10:04:11.185000,1611306251.185,$GPHDT,50.79,T*3E
2021:01:22:10:04:11.685000,1611306251.685,$GPHDT,50.72,T*35
2021:01:22:10:04:12.184000,1611306252.184,$GPHDT,50.72,T*35
2021:01:22:10:04:12.685000,1611306252.685,$GPHDT,50.92,T*3B
2021:01:22:10:04:13.184000,1611306253.184,$GPHDT,51.20,T*33
2021:01:22:10:04:13.684000,1611306253.684,$GPHDT,51.36,T*34
2021:01:22:10:04:14.185000,1611306254.185,$GPHDT,51.29,T*3A
2021:01:22:10:04:14.685000,1611306254.685,$GPHDT,51.15,T*35
2021:01:22:10:04:15.184000,1611306255.184,$GPHDT,51.14,T*34
2021:01:22:10:04:15.684000,1611306255.684,$GPHDT,51.30,T*32
2021:01:22:10:04:16.185000,1611306256.185,$GPHDT,51.56,T*32
2021:01:22:10:04:16.684000,1611306256.684,$GPHDT,51.73,T*35
2021:01:22:10:04:17.185000,1611306257.185,$GPHDT,51.70,T*36
2021:01:22:10:04:17.684000,1611306257.684,$GPHDT,51.54,T*30
2021:01:22:10:04:18.184000,1611306258.184,$GPHDT,51.40,T*35
2021:01:22:10:04:19.184000,1611306259.184,$GPHDT,51.45,T*30
2021:01:22:10:04:19.685000,1611306259.685,$GPHDT,51.47,T*32
2021:01:22:10:04:20.185000,1611306260.185,$GPHDT,51.38,T*3A
2021:01:22:10:04:20.685000,1611306260.685,$GPHDT,51.22,T*31
2021:01:22:10:04:21.685000,1611306261.685,$GPHDT,50.87,T*3F
2021:01:22:10:04:22.185000,1611306262.185,$GPHDT,50.75,T*32
2021:01:22:10:04:22.685000,1611306262.685,$GPHDT,50.68,T*3E
2021:01:22:10:04:23.186000,1611306263.186,$GPHDT,50.69,T*3F
2021:01:22:10:04:23.685000,1611306263.685,$GPHDT,50.69,T*3F
2021:01:22:10:04:24.185000,1611306264.185,$GPHDT,50.56,T*33
2021:01:22:10:04:24.684000,1611306264.684,$GPHDT,50.35,T*36
2021:01:22:10:04:25.684000,1611306265.684,$GPHDT,50.23,T*31
2021:01:22:10:04:26.185000,1611306266.185,$GPHDT,50.31,T*32
2021:01:22:10:04:26.684000,1611306266.684,$GPHDT,50.34,T*37
2021:01:22:10:04:27.185000,1611306267.185,$GPHDT,50.31,T*32
2021:01:22:10:04:27.684000,1611306267.684,$GPHDT,50.27,T*35
2021:01:22:10:04:28.185000,1611306268.185,$GPHDT,50.20,T*32
2021:01:22:10:04:28.685000,1611306268.685,$GPHDT,50.15,T*34
2021:01:22:10:04:29.685000,1611306269.685,$GPHDT,50.20,T*32
2021:01:22:10:04:30.684000,1611306270.684,$GPHDT,50.42,T*36
2021:01:22:10:04:31.185000,1611306271.185,$GPHDT,50.49,T*3D
2021:01:22:10:04:31.685000,1611306271.685,$GPHDT,50.50,T*35
2021:01:22:10:04:32.185000,1611306272.185,$GPHDT,50.54,T*31
2021:01:22:10:04:32.684000,1611306272.684,$GPHDT,50.66,T*30
2021:01:22:10:04:33.185000,1611306273.185,$GPHDT,50.77,T*30
2021:01:22:10:04:33.685000,1611306273.685,$GPHDT,50.83,T*3B
2021:01:22:10:04:34.685000,1611306274.685,$GPHDT,50.68,T*3E
2021:01:22:10:04:35.186000,1611306275.186,$GPHDT,50.61,T*37
2021:01:22:10:04:35.686000,1611306275.686,$GPHDT,50.64,T*32
2021:01:22:10:04:36.186000,1611306276.186,$GPHDT,50.73,T*34
2021:01:22:10:04:36.685000,1611306276.685,$GPHDT,50.84,T*3C
2021:01:22:10:04:37.186000,1611306277.186,$GPHDT,50.92,T*3B
2021:01:22:10:04:37.685000,1611306277.685,$GPHDT,50.93,T*3A
2021:01:22:10:04:38.186000,1611306278.186,$GPHDT,50.89,T*31
2021:01:22:10:04:38.686000,1611306278.686,$GPHDT,50.87,T*3F
2021:01:22:10:04:39.186000,1611306279.186,$GPHDT,50.87,T*3F
2021:01:22:10:04:39.686000,1611306279.686,$GPHDT,50.87,T*3F
2021:01:22:10:04:40.186000,1611306280.186,$GPHDT,50.89,T*31
2021:01:22:10:04:40.686000,1611306280.686,$GPHDT,50.88,T*30
2021:01:22:10:04:41.186000,1611306281.186,$GPHDT,50.89,T*31
2021:01:22:10:04:41.686000,1611306281.686,$GPHDT,50.94,T*3D
2021:01:22:10:04:42.186000,1611306282.186,$GPHDT,50.94,T*3D
2021:01:22:10:04:42.685000,1611306282.685,$GPHDT,50.93,T*3A
2021:01:22:10:04:43.186000,1611306283.186,$GPHDT,50.91,T*38
2021:01:22:10:04:43.685000,1611306283.685,$GPHDT,50.91,T*38
2021:01:22:10:04:44.185000,1611306284.185,$GPHDT,50.99,T*30
2021:01:22:10:04:45.185000,1611306285.185,$GPHDT,51.26,T*35
2021:01:22:10:04:45.685000,1611306285.685,$GPHDT,51.41,T*34
2021:01:22:10:04:46.685000,1611306286.685,$GPHDT,51.44,T*31
2021:01:22:10:04:47.186000,1611306287.186,$GPHDT,51.41,T*34
2021:01:22:10:04:47.685000,1611306287.685,$GPHDT,51.43,T*36
2021:01:22:10:04:48.186000,1611306288.186,$GPHDT,51.49,T*3C
2021:01:22:10:04:49.185000,1611306289.185,$GPHDT,51.63,T*34
2021:01:22:10:04:49.686000,1611306289.686,$GPHDT,51.67,T*30
2021:01:22:10:04:50.686000,1611306290.686,$GPHDT,51.65,T*32
2021:01:22:10:04:51.186000,1611306291.186,$GPHDT,51.57,T*33
2021:01:22:10:04:51.686000,1611306291.686,$GPHDT,51.56,T*32
2021:01:22:10:04:52.186000,1611306292.186,$GPHDT,51.62,T*35
2021:01:22:10:04:53.186000,1611306293.186,$GPHDT,51.83,T*3A
2021:01:22:10:04:53.686000,1611306293.686,$GPHDT,51.94,T*3C
2021:01:22:10:04:54.685000,1611306294.685,$GPHDT,51.97,T*3F
2021:01:22:10:04:55.186000,1611306295.186,$GPHDT,51.84,T*3D
2021:01:22:10:04:55.686000,1611306295.686,$GPHDT,51.70,T*36
2021:01:22:10:04:56.186000,1611306296.186,$GPHDT,51.69,T*3E
2021:01:22:10:04:56.686000,1611306296.686,$GPHDT,51.80,T*39
2021:01:22:10:04:57.187000,1611306297.187,$GPHDT,51.88,T*31
2021:01:22:10:04:57.686000,1611306297.686,$GPHDT,51.88,T*31
2021:01:22:10:04:58.187000,1611306298.187,$GPHDT,51.82,T*3B
2021:01:22:10:04:58.686000,1611306298.686,$GPHDT,51.72,T*34
2021:01:22:10:04:59.186000,1611306299.186,$GPHDT,51.62,T*35
2021:01:22:10:04:59.686000,1611306299.686,$GPHDT,51.58,T*3C
2021:01:22:10:05:00.186000,1611306300.186,$GPHDT,51.59,T*3D
2021:01:22:10:05:01.186000,1611306301.186,$GPHDT,51.69,T*3E
2021:01:22:10:05:01.685000,1611306301.685,$GPHDT,51.62,T*35
2021:01:22:10:05:02.187000,1611306302.187,$GPHDT,51.55,T*31
2021:01:22:10:05:02.685000,1611306302.685,$GPHDT,51.48,T*3D
2021:01:22:10:05:03.186000,1611306303.186,$GPHDT,51.37,T*35
2021:01:22:10:05:03.685000,1611306303.685,$GPHDT,51.21,T*32
2021:01:22:10:05:04.186000,1611306304.186,$GPHDT,51.10,T*30
2021:01:22:10:05:05.187000,1611306305.187,$GPHDT,51.00,T*31
2021:01:22:10:05:05.686000,1611306305.686,$GPHDT,51.01,T*30
