2021:01:22:10:04:36.827000,1611306276.827,$GPGGA,090436.00,6339.882610,N,01048.036489,E,2,12,0.8,12.51,M,40.31,M,11.0,0907*4A
2021:01:22:10:04:37.827000,1611306277.827,$GPGGA,090437.00,6339.884511,N,01048.041792,E,2,12,0.8,12.50,M,40.31,M,12.0,0907*44
2021:01:22:10:04:40.827000,1611306280.827,$GPGGA,090440.00,6339.890049,N,01048.057840,E,2,12,0.8,12.53,M,40.31,M,10.0,0907*4F
2021:01:22:10:04:41.827000,1611306281.827,$GPGGA,090441.00,6339.891966,N,01048.063122,E,2,12,0.8,12.49,M,40.31,M,11.0,0907*4B
2021:01:22:10:04:42.826000,1611306282.826,$GPGGA,090442.00,6339.893849,N,01048.068426,E,2,12,0.8,12.48,M,40.31,M,12.0,0907*4E
2021:01:22:10:04:44.826000,1611306284.826,$GPGGA,090444.00,6339.897615,N,01048.078997,E,2,12,0.8,12.52,M,40.31,M,8.0,0907*7D
2021:01:22:10:04:45.826000,1611306285.826,$GPGGA,090445.00,6339.899540,N,01048.084310,E,2,12,0.8,12.51,M,40.31,M,9.0,0907*75
2021:01:22:10:04:46.827000,1611306286.827,$GPGGA,090446.00,6339.901416,N,01048.089653,E,2,12,0.8,12.51,M,40.31,M,10.0,0907*43
2021:01:22:10:04:47.826000,1611306287.826,$GPGGA,090447.00,6339.903229,N,01048.095006,E,2,12,0.8,12.51,M,40.31,M,11.0,0907*40
2021:01:22:10:04:48.826000,1611306288.826,$GPGGA,090448.00,6339.905079,N,01048.100414,E,2,12,0.8,12.51,M,40.31,M,7.0,0907*73
2021:01:22:10:04:49.827000,1611306289.827,$GPGGA,090449.00,6339.906945,N,01048.105786,E,2,12,0.8,12.53,M,40.31,M,8.0,0907*77
2021:01:22:10:04:50.827000,1611306290.827,$GPGGA,090450.00,6339.908855,N,01048.111069,E,2,12,0.8,12.52,M,40.31,M,9.0,0907*72
2021:01:22:10:04:51.827000,1611306291.827,$GPGGA,090451.00,6339.910687,N,01048.116460,E,2,12,0.8,12.48,M,40.31,M,10.0,0907*42
2021:01:22:10:04:52.827000,1611306292.827,$GPGGA,090452.00,6339.912497,N,01048.121907,E,2,12,0.8,12.53,M,40.31,M,11.0,0907*43
2021:01:22:10:04:53.827000,1611306293.827,$GPGGA,090453.00,6339.914318,N,01048.127349,E,2,12,0.8,12.52,M,40.31,M,12.0,0907*40
2021:01:22:10:04:54.827000,1611306294.827,$GPGGA,090454.00,6339.916206,N,01048.132693,E,2,12,0.8,12.48,M,40.31,M,8.0,0907*7D
2021:01:22:10:04:56.827000,1611306296.827,$GPGGA,090456.00,6339.919837,N,01048.143561,E,2,12,0.8,12.51,M,40.30,M,10.0,0907*40
2021:01:22:10:04:57.827000,1611306297.827,$GPGGA,090457.00,6339.921719,N,01048.148914,E,2,12,0.8,12.46,M,40.30,M,11.0,0907*4B
2021:01:22:10:04:58.827000,1611306298.827,$GPGGA,090458.00,6339.923610,N,01048.154220,E,2,12,0.8,12.50,M,40.30,M,6.0,0907*7E
2021:01:22:10:05:00.827000,1611306300.827,$GPGGA,090500.00,6339.927269,N,01048.165084,E,2,12,0.8,12.50,M,40.30,M,8.0,0907*7C
2021:01:22:10:05:01.827000,1611306301.827,$GPGGA,090501.00,6339.929098,N,01048.170552,E,2,12,0.8,12.49,M,40.30,M,9.0,0907*7C
2021:01:22:10:05:02.827000,1611306302.827,$GPGGA,090502.00,6339.930900,N,01048.175940,E,2,12,0.8,12.51,M,40.30,M,10.0,0907*44
2021:01:22:10:05:04.828000,1611306304.828,$GPGGA,090504.00,6339.934610,N,01048.186748,E,2,12,0.8,12.51,M,40.30,M,12.0,0907*40
2021:01:22:10:05:05.828000,1611306305.828,$GPGGA,090505.00,6339.936484,N,01048.192150,E,2,12,0.8,12.52,M,40.30,M,8.0,0907*7E
2021:01:22:10:05:06.828000,1611306306.828,$GPGGA,090506.00,6339.938335,N,01048.197520,E,2,12,0.8,12.55,M,40.30,M,9.0,0907*7E
2021:01:22:10:05:09.828000,1611306309.828,$GPGGA,090509.00,6339.943925,N,01048.213639,E,2,12,0.8,12.48,M,40.30,M,7.0,0907*70
2021:01:22:10:05:10.828000,1611306310.828,$GPGGA,090510.00,6339.945840,N,01048.218864,E,2,12,0.8,12.48,M,40.30,M,8.0,0907*7E
2021:01:22:10:05:11.827000,1611306311.827,$GPGGA,090511.00,6339.947731,N,01048.224098,E,2,12,0.8,12.53,M,40.30,M,9.0,0907*7B
2021:01:22:10:05:13.827000,1611306313.827,$GPGGA,090513.00,6339.951655,N,01048.234606,E,2,12,0.8,12.48,M,40.30,M,11.0,0907*4E
2021:01:22:10:05:14.827000,1611306314.827,$GPGGA,090514.00,6339.953520,N,01048.239944,E,2,12,0.8,12.51,M,40.30,M,12.0,0907*45
2021:01:22:10:05:15.827000,1611306315.827,$GPGGA,090515.00,6339.955391,N,01048.245262,E,2,12,0.8,12.50,M,40.30,M,7.0,0907*7F
2021:01:22:10:05:16.827000,1611306316.827,$GPGGA,090516.00,6339.957314,N,01048.250544,E,2,12,0.8,12.47,M,40.30,M,8.0,0907*7D
2021:01:22:10:05:17.827000,1611306317.827,$GPGGA,090517.00,6339.959213,N,01048.255829,E,2,12,0.8,12.51,M,40.30,M,9.0,0907*71
2021:01:22:10:05:18.827000,1611306318.827,$GPGGA,090518.00,6339.961126,N,01048.261144,E,2,12,0.8,12.51,M,40.30,M,10.0,0907*4D
2021:01:22:10:05:19.828000,1611306319.828,$GPGGA,090519.00,6339.963054,N,01048.266391,E,2,12,0.8,12.49,M,40.30,M,11.0,0907*4F
2021:01:22:10:05:21.828000,1611306321.828,$GPGGA,090521.00,6339.966845,N,01048.277026,E,2,12,0.8,12.54,M,40.30,M,8.0,0907*72
2021:01:22:10:05:22.828000,1611306322.828,$GPGGA,090522.00,6339.968809,N,01048.282267,E,2,12,0.8,12.53,M,40.30,M,9.0,0907*7C
