2021:01:22:10:02:46.906000,1611306166.906,$PSIMSSB,100544.098,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:02:50.073000,1611306170.073,$PSIMSNS,100547.267,B12,1,1,-0.23,-0.29,0.01,50.91,1,0.006,M121
2021:01:22:10:02:50.073000,1611306170.073,$PSIMSSB,100547.267,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:02:53.324000,1611306173.324,$PSIMSNS,100550.518,B12,1,1,-0.55,-0.18,0.03,51.37,1,0.006,M121
2021:01:22:10:02:53.324000,1611306173.324,$PSIMSSB,100550.518,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:02:56.492000,1611306176.492,$PSIMSNS,100553.685,B12,1,1,-0.06,-0.20,0.02,51.34,1,0.008,M121
2021:01:22:10:02:56.493000,1611306176.493,$PSIMSSB,100553.685,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:02:59.740000,1611306179.74,$PSIMSNS,100556.933,B12,1,1,-0.48,-0.27,0.01,51.43,1,0.008,M121
2021:01:22:10:02:59.740000,1611306179.74,$PSIMSSB,100556.933,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:02.905000,1611306182.905,$PSIMSNS,100600.099,B12,1,1,-0.84,-0.32,0.00,51.39,1,0.007,M121
2021:01:22:10:03:02.905000,1611306182.905,$PSIMSSB,100600.099,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:06.152000,1611306186.152,$PSIMSNS,100603.347,B12,1,1,-0.08,-0.34,0.01,51.27,1,0.004,M121
2021:01:22:10:03:06.152000,1611306186.152,$PSIMSSB,100603.347,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:09.322000,1611306189.322,$PSIMSNS,100606.520,B12,1,1,-0.65,-0.38,-0.01,51.18,1,0.003,M121
2021:01:22:10:03:09.322000,1611306189.322,$PSIMSSB,100606.520,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:12.573000,1611306192.573,$PSIMSNS,100609.770,B12,1,1,-0.26,-0.18,0.01,51.09,1,0.005,M121
2021:01:22:10:03:12.573000,1611306192.573,$PSIMSSB,100609.770,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:15.820000,1611306195.82,$PSIMSNS,100613.015,B12,1,1,-0.08,-0.18,0.03,50.41,1,0.006,M121
2021:01:22:10:03:15.820000,1611306195.82,$PSIMSSB,100613.015,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:18.987000,1611306198.987,$PSIMSNS,100616.182,B12,1,1,-0.70,-0.16,0.00,50.36,1,0.006,M121
2021:01:22:10:03:18.987000,1611306198.987,$PSIMSSB,100616.182,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:22.237000,1611306202.237,$PSIMSNS,100619.431,B12,1,1,-0.67,-0.23,-0.01,50.66,1,0.005,M121
2021:01:22:10:03:22.237000,1611306202.237,$PSIMSSB,100619.431,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:25.401000,1611306205.401,$PSIMSNS,100622.598,B12,1,1,-0.36,-0.28,-0.02,50.59,1,0.005,M121
2021:01:22:10:03:25.401000,1611306205.401,$PSIMSSB,100622.598,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:28.658000,1611306208.658,$PSIMSNS,100625.849,B12,1,1,-0.44,-0.34,-0.01,50.41,1,0.010,M121
2021:01:22:10:03:28.658000,1611306208.658,$PSIMSSB,100625.849,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:31.825000,1611306211.825,$PSIMSNS,100629.016,B12,1,1,-0.54,-0.34,-0.03,50.56,1,0.011,M121
2021:01:22:10:03:31.825000,1611306211.825,$PSIMSSB,100629.016,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:35.071000,1611306215.071,$PSIMSNS,100632.263,B12,1,1,-0.62,-0.45,-0.03,50.60,1,0.008,M121
2021:01:22:10:03:35.071000,1611306215.071,$PSIMSSB,100632.263,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:38.242000,1611306218.242,$PSIMSNS,100635.435,B12,1,1,-0.32,-0.32,-0.04,50.94,1,0.007,M121
2021:01:22:10:03:38.242000,1611306218.242,$PSIMSSB,100635.435,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:41.485000,1611306221.485,$PSIMSNS,100638.681,B12,1,1,-0.81,-0.35,-0.02,51.47,1,0.006,M121
2021:01:22:10:03:41.485000,1611306221.485,$PSIMSSB,100638.681,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:44.735000,1611306224.735,$PSIMSNS,100641.928,B12,1,1,-0.70,-0.34,-0.02,51.89,1,0.008,M121
2021:01:22:10:03:44.735000,1611306224.735,$PSIMSSB,100641.928,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:47.900000,1611306227.9,$PSIMSNS,100645.095,B12,1,1,-0.15,-0.20,-0.01,51.72,1,0.007,M121
2021:01:22:10:03:47.900000,1611306227.9,$PSIMSSB,100645.095,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:51.149000,1611306231.149,$PSIMSNS,100648.343,B12,1,1,-0.69,-0.16,-0.02,51.54,1,0.007,M121
2021:01:22:10:03:51.149000,1611306231.149,$PSIMSSB,100648.343,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:54.315000,1611306234.315,$PSIMSNS,100651.510,B12,1,1,-0.83,-0.40,-0.03,51.61,1,0.007,M121
2021:01:22:10:03:54.315000,1611306234.315,$PSIMSSB,100651.510,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:03:57.570000,1611306237.57,$PSIMSNS,100654.764,B12,1,1,-0.50,-0.43,-0.03,51.03,1,0.008,M121
2021:01:22:10:03:57.570000,1611306237.57,$PSIMSSB,100654.764,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:00.734000,1611306240.734,$PSIMSNS,100657.931,B12,1,1,-0.62,-0.44,-0.02,50.55,1,0.005,M121
2021:01:22:10:04:00.734000,1611306240.734,$PSIMSSB,100657.931,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:03.987000,1611306243.987,$PSIMSNS,100701.184,B12,1,1,-0.86,-0.43,-0.01,50.56,1,0.006,M121
2021:01:22:10:04:03.988000,1611306243.988,$PSIMSSB,100701.184,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:07.156000,1611306247.156,$PSIMSNS,100704.351,B12,1,1,-0.50,-0.38,-0.04,50.57,1,0.005,M121
2021:01:22:10:04:07.156000,1611306247.156,$PSIMSSB,100704.351,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:10.402000,1611306250.402,$PSIMSNS,100707.601,B12,1,1,-0.69,-0.48,-0.01,50.75,1,0.003,M121
2021:01:22:10:04:10.402000,1611306250.402,$PSIMSSB,100707.601,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:13.653000,1611306253.653,$PSIMSNS,100710.847,B12,1,1,-0.91,-0.27,0.03,51.36,1,0.008,M121
2021:01:22:10:04:13.653000,1611306253.653,$PSIMSSB,100710.847,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:16.818000,1611306256.818,$PSIMSNS,100714.015,B12,1,1,-0.86,-0.40,0.02,51.74,1,0.005,M121
2021:01:22:10:04:16.818000,1611306256.818,$PSIMSSB,100714.015,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:20.068000,1611306260.068,$PSIMSNS,100717.262,B12,1,1,-0.51,-0.35,0.00,51.42,1,0.007,M121
2021:01:22:10:04:20.068000,1611306260.068,$PSIMSSB,100717.262,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:23.233000,1611306263.233,$PSIMSNS,100720.421,B12,1,1,-0.17,-0.44,0.00,50.69,1,0.014,M121
2021:01:22:10:04:23.233000,1611306263.233,$PSIMSSB,100720.421,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:26.479000,1611306266.479,$PSIMSNS,100723.667,B12,1,1,-0.43,-0.40,0.02,50.33,1,0.014,M121
2021:01:22:10:04:26.479000,1611306266.479,$PSIMSSB,100723.667,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:29.647000,1611306269.647,$PSIMSNS,100726.835,B12,1,1,-0.39,-0.20,0.02,50.19,1,0.013,M121
2021:01:22:10:04:29.647000,1611306269.647,$PSIMSSB,100726.835,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:32.895000,1611306272.895,$PSIMSNS,100730.085,B12,1,1,-0.13,-0.35,-0.01,50.70,1,0.012,M121
2021:01:22:10:04:32.895000,1611306272.895,$PSIMSSB,100730.085,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:36.072000,1611306276.072,$PSIMSNS,100733.253,B12,1,1,-0.85,-0.50,0.00,50.71,1,0.021,M121
2021:01:22:10:04:36.072000,1611306276.072,$PSIMSSB,100733.253,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:39.315000,1611306279.315,$PSIMSNS,100736.501,B12,1,1,0.15,-0.08,0.03,50.87,1,0.015,M121
2021:01:22:10:04:39.315000,1611306279.315,$PSIMSSB,100736.501,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:42.565000,1611306282.565,$PSIMSNS,100739.751,B12,1,1,-0.59,-0.31,0.02,50.93,1,0.016,M121
2021:01:22:10:04:42.565000,1611306282.565,$PSIMSSB,100739.751,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:45.732000,1611306285.732,$PSIMSNS,100742.920,B12,1,1,-0.98,-0.47,0.00,51.42,1,0.015,M121
2021:01:22:10:04:45.732000,1611306285.732,$PSIMSSB,100742.920,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:48.979000,1611306288.979,$PSIMSNS,100746.166,B12,1,1,-0.62,-0.37,0.01,51.60,1,0.016,M121
2021:01:22:10:04:48.979000,1611306288.979,$PSIMSSB,100746.166,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:52.145000,1611306292.145,$PSIMSNS,100749.334,B12,1,1,-0.46,-0.26,0.02,51.62,1,0.013,M121
2021:01:22:10:04:52.145000,1611306292.145,$PSIMSSB,100749.334,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:55.390000,1611306295.39,$PSIMSNS,100752.581,B12,1,1,-0.30,-0.26,0.00,51.77,1,0.011,M121
2021:01:22:10:04:55.391000,1611306295.391,$PSIMSSB,100752.581,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:04:58.557000,1611306298.557,$PSIMSNS,100755.748,B12,1,1,-1.17,-0.36,0.00,51.74,1,0.012,M121
2021:01:22:10:04:58.557000,1611306298.557,$PSIMSSB,100755.748,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:01.808000,1611306301.808,$PSIMSNS,100759.003,B12,1,1,-0.45,-0.25,-0.02,51.60,1,0.007,M121
2021:01:22:10:05:01.808000,1611306301.808,$PSIMSSB,100759.003,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:04.976000,1611306304.976,$PSIMSNS,100802.170,B12,1,1,-0.48,-0.45,-0.02,51.00,1,0.008,M121
2021:01:22:10:05:04.976000,1611306304.976,$PSIMSSB,100802.170,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:08.226000,1611306308.226,$PSIMSNS,100805.421,B12,1,1,0.07,-0.20,-0.01,50.37,1,0.008,M121
2021:01:22:10:05:08.226000,1611306308.226,$PSIMSSB,100805.421,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:11.473000,1611306311.473,$PSIMSNS,100808.670,B12,1,1,-0.49,-0.32,0.00,49.98,1,0.006,M121
2021:01:22:10:05:11.473000,1611306311.473,$PSIMSSB,100808.670,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:14.640000,1611306314.64,$PSIMSNS,100811.838,B12,1,1,-0.59,-0.22,-0.02,50.17,1,0.004,M121
2021:01:22:10:05:14.640000,1611306314.64,$PSIMSSB,100811.838,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:17.898000,1611306317.898,$PSIMSNS,100815.086,B12,1,1,-0.57,-0.35,0.00,50.25,1,0.012,M121
2021:01:22:10:05:17.898000,1611306317.898,$PSIMSSB,100815.086,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:21.054000,1611306321.054,$PSIMSNS,100818.253,B12,1,1,-0.53,-0.15,0.01,50.46,1,0.003,M121
2021:01:22:10:05:21.054000,1611306321.054,$PSIMSSB,100818.253,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:24.309000,1611306324.309,$PSIMSNS,100821.504,B12,1,1,-0.59,-0.25,-0.02,50.69,1,0.008,M121
2021:01:22:10:05:24.309000,1611306324.309,$PSIMSSB,100821.504,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:27.481000,1611306327.481,$PSIMSNS,100824.670,B12,1,1,-0.79,-0.40,-0.03,51.13,1,0.015,M121
2021:01:22:10:05:27.481000,1611306327.481,$PSIMSSB,100824.670,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:30.721000,1611306330.721,$PSIMSNS,100827.917,B12,1,1,-0.45,-0.39,-0.01,51.06,1,0.007,M121
2021:01:22:10:05:30.721000,1611306330.721,$PSIMSSB,100827.917,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:33.892000,1611306333.892,$PSIMSNS,100831.086,B12,1,1,-0.93,-0.69,-0.05,51.06,1,0.010,M121
2021:01:22:10:05:33.892000,1611306333.892,$PSIMSSB,100831.086,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:37.137000,1611306337.137,$PSIMSNS,100834.334,B12,1,1,-0.91,-0.29,-0.03,51.13,1,0.005,M121
2021:01:22:10:05:37.137000,1611306337.137,$PSIMSSB,100834.334,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:40.383000,1611306340.383,$PSIMSNS,100837.583,B12,1,1,-0.05,-0.21,-0.01,50.70,1,0.003,M121
2021:01:22:10:05:40.383000,1611306340.383,$PSIMSSB,100837.583,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:43.551000,1611306343.551,$PSIMSNS,100840.750,B12,1,1,-0.58,-0.27,0.01,50.94,1,0.005,M121
2021:01:22:10:05:43.551000,1611306343.551,$PSIMSSB,100840.750,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:46.805000,1611306346.805,$PSIMSNS,100844.003,B12,1,1,-0.72,-0.38,0.00,50.90,1,0.005,M121
2021:01:22:10:05:46.806000,1611306346.806,$PSIMSSB,100844.003,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:49.976000,1611306349.976,$PSIMSNS,100847.172,B12,1,1,-0.12,-0.15,0.02,50.49,1,0.008,M121
2021:01:22:10:05:49.976000,1611306349.976,$PSIMSSB,100847.172,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:53.231000,1611306353.231,$PSIMSNS,100850.425,B12,1,1,-0.17,-0.43,-0.03,50.28,1,0.010,M121
2021:01:22:10:05:53.231000,1611306353.231,$PSIMSSB,100850.425,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:56.391000,1611306356.391,$PSIMSNS,100853.591,B12,1,1,-0.88,-0.42,-0.01,50.30,1,0.004,M121
2021:01:22:10:05:56.391000,1611306356.391,$PSIMSSB,100853.591,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:05:59.643000,1611306359.643,$PSIMSNS,100856.843,B12,1,1,-0.41,-0.29,0.04,50.27,1,0.003,M121
2021:01:22:10:05:59.643000,1611306359.643,$PSIMSSB,100856.843,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:02.819000,1611306362.819,$PSIMSNS,100900.017,B12,1,1,-0.16,-0.21,-0.01,50.82,1,0.005,M121
2021:01:22:10:06:02.819000,1611306362.819,$PSIMSSB,100900.017,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:06.069000,1611306366.069,$PSIMSNS,100903.265,B12,1,1,-0.75,-0.50,-0.03,50.81,1,0.007,M121
2021:01:22:10:06:06.069000,1611306366.069,$PSIMSSB,100903.265,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:09.315000,1611306369.315,$PSIMSNS,100906.512,B12,1,1,-0.44,-0.27,0.00,50.83,1,0.007,M121
2021:01:22:10:06:09.315000,1611306369.315,$PSIMSSB,100906.512,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:12.484000,1611306372.484,$PSIMSNS,100909.680,B12,1,1,-0.61,-0.13,0.03,50.54,1,0.008,M121
2021:01:22:10:06:12.484000,1611306372.484,$PSIMSSB,100909.680,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:15.729000,1611306375.729,$PSIMSNS,100912.928,B12,1,1,-0.23,-0.29,0.01,50.48,1,0.005,M121
2021:01:22:10:06:15.729000,1611306375.729,$PSIMSSB,100912.928,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:18.896000,1611306378.896,$PSIMSNS,100916.094,B12,1,1,-0.96,-0.55,-0.01,50.41,1,0.006,M121
2021:01:22:10:06:18.896000,1611306378.896,$PSIMSSB,100916.094,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:22.144000,1611306382.144,$PSIMSNS,100919.335,B12,1,1,0.01,-0.29,-0.01,49.70,1,0.013,M121
2021:01:22:10:06:22.144000,1611306382.144,$PSIMSSB,100919.335,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:25.314000,1611306385.314,$PSIMSNS,100922.505,B12,1,1,-0.78,-0.35,0.00,49.61,1,0.013,M121
2021:01:22:10:06:25.314000,1611306385.314,$PSIMSSB,100922.505,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:28.558000,1611306388.558,$PSIMSNS,100925.751,B12,1,1,-0.53,-0.21,0.00,49.71,1,0.011,M121
2021:01:22:10:06:28.558000,1611306388.558,$PSIMSSB,100925.751,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:31.727000,1611306391.727,$PSIMSNS,100928.920,B12,1,1,-0.52,-0.38,-0.01,49.70,1,0.011,M121
2021:01:22:10:06:31.727000,1611306391.727,$PSIMSSB,100928.920,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:34.975000,1611306394.975,$PSIMSNS,100932.166,B12,1,1,-0.38,-0.18,0.00,49.81,1,0.013,M121
2021:01:22:10:06:34.975000,1611306394.975,$PSIMSSB,100932.166,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:38.222000,1611306398.222,$PSIMSNS,100935.412,B12,1,1,-0.62,-0.36,0.02,50.16,1,0.015,M121
2021:01:22:10:06:38.222000,1611306398.222,$PSIMSSB,100935.412,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:41.385000,1611306401.385,$PSIMSNS,100938.579,B12,1,1,-0.54,-0.36,-0.01,50.53,1,0.011,M121
2021:01:22:10:06:41.385000,1611306401.385,$PSIMSSB,100938.579,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:44.631000,1611306404.631,$PSIMSNS,100941.825,B12,1,1,-0.39,-0.39,0.00,50.69,1,0.011,M121
2021:01:22:10:06:44.631000,1611306404.631,$PSIMSSB,100941.825,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:47.801000,1611306407.801,$PSIMSNS,100944.993,B12,1,1,-0.93,-0.23,0.01,51.02,1,0.013,M121
2021:01:22:10:06:47.802000,1611306407.802,$PSIMSSB,100944.993,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:51.048000,1611306411.048,$PSIMSNS,100948.242,B12,1,1,0.14,-0.35,-0.02,50.33,1,0.010,M121
2021:01:22:10:06:51.048000,1611306411.048,$PSIMSSB,100948.242,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:54.223000,1611306414.223,$PSIMSNS,100951.413,B12,1,1,-0.79,-0.35,0.01,50.03,1,0.014,M121
2021:01:22:10:06:54.223000,1611306414.223,$PSIMSSB,100951.413,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:06:57.466000,1611306417.466,$PSIMSNS,100954.659,B12,1,1,0.36,-0.32,-0.02,49.36,1,0.012,M121
2021:01:22:10:06:57.466000,1611306417.466,$PSIMSSB,100954.659,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:00.638000,1611306420.638,$PSIMSNS,100957.830,B12,1,1,-0.52,-0.26,0.00,49.55,1,0.012,M121
2021:01:22:10:07:00.638000,1611306420.638,$PSIMSSB,100957.830,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:03.890000,1611306423.89,$PSIMSNS,101001.091,B12,1,1,-0.29,-0.25,0.01,49.73,1,0.005,M121
2021:01:22:10:07:03.890000,1611306423.89,$PSIMSSB,101001.091,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:07.143000,1611306427.143,$PSIMSNS,101004.340,B12,1,1,0.03,-0.33,-0.01,49.89,1,0.008,M121
2021:01:22:10:07:07.143000,1611306427.143,$PSIMSSB,101004.340,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:10.310000,1611306430.31,$PSIMSNS,101007.509,B12,1,1,-0.39,-0.22,0.01,50.12,1,0.006,M121
2021:01:22:10:07:10.310000,1611306430.31,$PSIMSSB,101007.509,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:13.557000,1611306433.557,$PSIMSNS,101010.754,B12,1,1,-0.11,-0.23,0.01,50.05,1,0.008,M121
2021:01:22:10:07:13.557000,1611306433.557,$PSIMSSB,101010.754,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:16.725000,1611306436.725,$PSIMSNS,101013.925,B12,1,1,-0.47,-0.40,0.00,50.02,1,0.004,M121
2021:01:22:10:07:16.725000,1611306436.725,$PSIMSSB,101013.925,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:19.980000,1611306439.98,$PSIMSNS,101017.179,B12,1,1,-0.23,-0.36,0.00,49.90,1,0.005,M121
2021:01:22:10:07:19.980000,1611306439.98,$PSIMSSB,101017.179,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:23.147000,1611306443.147,$PSIMSNS,101020.347,B12,1,1,-0.19,-0.36,-0.01,50.03,1,0.005,M121
2021:01:22:10:07:23.147000,1611306443.147,$PSIMSSB,101020.347,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:26.395000,1611306446.395,$PSIMSNS,101023.595,B12,1,1,-0.53,-0.29,0.02,50.26,1,0.005,M121
2021:01:22:10:07:26.395000,1611306446.395,$PSIMSSB,101023.595,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:29.564000,1611306449.564,$PSIMSNS,101026.763,B12,1,1,0.24,-0.14,0.03,49.96,1,0.006,M121
2021:01:22:10:07:29.564000,1611306449.564,$PSIMSSB,101026.763,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:32.814000,1611306452.814,$PSIMSNS,101030.014,B12,1,1,-0.07,-0.36,0.01,49.52,1,0.005,M121
2021:01:22:10:07:32.814000,1611306452.814,$PSIMSSB,101030.014,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:36.069000,1611306456.069,$PSIMSNS,101033.262,B12,1,1,-0.39,-0.43,-0.02,49.60,1,0.011,M121
2021:01:22:10:07:36.069000,1611306456.069,$PSIMSSB,101033.262,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:39.232000,1611306459.232,$PSIMSNS,101036.431,B12,1,1,-0.47,-0.28,-0.01,49.73,1,0.006,M121
2021:01:22:10:07:39.232000,1611306459.232,$PSIMSSB,101036.431,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:42.479000,1611306462.479,$PSIMSNS,101039.677,B12,1,1,-0.56,-0.40,0.01,49.91,1,0.007,M121
2021:01:22:10:07:42.480000,1611306462.48,$PSIMSSB,101039.677,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:45.649000,1611306465.649,$PSIMSNS,101042.846,B12,1,1,0.17,-0.09,0.01,49.56,1,0.009,M121
2021:01:22:10:07:45.649000,1611306465.649,$PSIMSSB,101042.846,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:48.890000,1611306468.89,$PSIMSNS,101046.093,B12,1,1,-0.61,-0.38,0.00,49.49,1,0.003,M121
2021:01:22:10:07:48.890000,1611306468.89,$PSIMSSB,101046.093,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:52.063000,1611306472.063,$PSIMSNS,101049.261,B12,1,1,-0.28,-0.29,0.00,49.60,1,0.008,M121
2021:01:22:10:07:52.064000,1611306472.064,$PSIMSSB,101049.261,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:55.314000,1611306475.314,$PSIMSNS,101052.511,B12,1,1,-0.67,-0.39,-0.02,49.93,1,0.009,M121
2021:01:22:10:07:55.314000,1611306475.314,$PSIMSSB,101052.511,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:07:58.476000,1611306478.476,$PSIMSNS,101055.677,B12,1,1,-0.38,-0.35,-0.01,49.89,1,0.005,M121
2021:01:22:10:07:58.476000,1611306478.476,$PSIMSSB,101055.677,B12,V,NRy,C,H,M,T,0.013280
2021:01:22:10:08:01.722000,1611306481.722,$PSIMSNS,101058.923,B12,1,1,-0.48,-0.31,-0.01,49.82,1,0.005,M121
2021:01:22:10:08:01.722000,1611306481.722,$PSIMSSB,101058.923,B12,V,NRy,C,H,M,T,0.013280
